[09:41:24 INFO  SMAPI] SMAPI 3.18.3 with Stardew Valley 1.5.6 (build 22018) on Microsoft Windows 10 Pro
[09:41:24 INFO  SMAPI] Mods go here: C:\Users\julie\AppData\Roaming\Stardrop\Data\Selected Mods
[09:41:24 TRACE SMAPI] (Using custom --mods-path argument.)
[09:41:24 TRACE SMAPI] Log started at 2023-05-26T13:41:24 UTC
[09:41:27 DEBUG SMAPI] Waiting for game to launch...
[09:41:27 TRACE game] NoFpsCap: This feature is not available
[09:41:28 DEBUG SMAPI] Loading mod metadata...
[09:41:28 DEBUG SMAPI] Loading mods...
[09:41:28 TRACE SMAPI]    AeroCore (from Selected Mods\AeroCore\AeroCore.dll)...
[09:41:28 TRACE SMAPI]       Detected game patcher in assembly AeroCore.dll.
[09:41:28 TRACE SMAPI]    Content Patcher (from Selected Mods\ContentPatcher\ContentPatcher.dll)...
[09:41:28 TRACE SMAPI]    SpaceCore (from Selected Mods\SpaceCore\SpaceCore.dll)...
[09:41:28 TRACE SMAPI]       Detected game patcher in assembly SpaceCore.dll.
[09:41:28 TRACE SMAPI]       Detected possible save serializer change (StardewValley.SaveGame.farmerSerializer field, StardewValley.SaveGame.serializer field, StardewValley.SaveGame.locationSerializer field) in assembly SpaceCore.dll.
[09:41:28 TRACE SMAPI]    Expanded Preconditions Utility (from Selected Mods\ExpandedPreconditionsUtility\ExpandedPreconditionsUtility.dll)...
[09:41:28 TRACE SMAPI]       Rewrote ExpandedPreconditionsUtility.dll for OS...
[09:41:28 TRACE SMAPI]       Rewrote ExpandedPreconditionsUtility.dll to fix 32-bit architecture...
[09:41:28 TRACE SMAPI]    Json Assets (from Selected Mods\JsonAssets\JsonAssets.dll)...
[09:41:28 TRACE SMAPI]       Detected game patcher in assembly JsonAssets.dll.
[09:41:28 TRACE SMAPI]    Dynamic Game Assets (from Selected Mods\DynamicGameAssets\DynamicGameAssets.dll)...
[09:41:28 TRACE SMAPI]       Detected game patcher in assembly DynamicGameAssets.dll.
[09:41:28 TRACE SMAPI]    Generic Mod Config Menu (from Selected Mods\GenericModConfigMenu\GenericModConfigMenu.dll)...
[09:41:28 TRACE SMAPI]    Alternative Textures (from Selected Mods\AlternativeTextures\AlternativeTextures.dll)...
[09:41:28 TRACE SMAPI]       Detected game patcher in assembly AlternativeTextures.dll.
[09:41:28 TRACE SMAPI]    Ultimate Villager Manager SV (from Selected Mods\An Ultimate Villager Manager SV v1.9) [content pack]...
[09:41:28 TRACE SMAPI]    Shop Tile Framework (from Selected Mods\ShopTileFramework\ShopTileFramework.dll)...
[09:41:28 TRACE SMAPI]       Rewrote ShopTileFramework.dll for OS...
[09:41:28 TRACE SMAPI]       Rewrote ShopTileFramework.dll to fix 32-bit architecture...
[09:41:28 TRACE SMAPI]       Rewrote ShopTileFramework.dll to fix Harmony 1.x...
[09:41:28 TRACE SMAPI]       Detected game patcher in assembly ShopTileFramework.dll.
[09:41:29 TRACE SMAPI]    Extra Map Layers (from Selected Mods\ExtraMapLayers\ExtraMapLayers.dll)...
[09:41:29 TRACE SMAPI]       Detected game patcher in assembly ExtraMapLayers.dll.
[09:41:29 TRACE SMAPI]    SAAT.API (from Selected Mods\SAAT.API\SAAT.API.dll)...
[09:41:29 TRACE SMAPI]    Custom NPC Exclusions (from Selected Mods\CustomNPCExclusions\CustomNPCExclusions.dll)...
[09:41:29 TRACE SMAPI]       Detected game patcher in assembly CustomNPCExclusions.dll.
[09:41:29 TRACE SMAPI]    Farm Type Manager (from Selected Mods\FarmTypeManager\FarmTypeManager.dll)...
[09:41:29 TRACE SMAPI]       Detected game patcher in assembly FarmTypeManager.dll.
[09:41:29 TRACE SMAPI]    New Objects for Stardew Valley Expanded (from Selected Mods\[JA] Stardew Valley Expanded) [content pack]...
[09:41:29 TRACE SMAPI]    Stardew Valley Expanded Forage Locations (from Selected Mods\[FTM] Stardew Valley Expanded) [content pack]...
[09:41:29 TRACE SMAPI]    SAAT.Mod (from Selected Mods\SAAT.Mod\SAAT.Mod.dll)...
[09:41:29 TRACE SMAPI]    Stardew Valley Expanded Music (from Selected Mods\[SAAT] Stardew Valley Expanded) [content pack]...
[09:41:29 TRACE SMAPI]    Stardew Valley Expanded - Shop Tile Framework (from Selected Mods\[STF] Stardew Valley Expanded) [content pack]...
[09:41:29 TRACE SMAPI]    Stardew Valley Expanded (from Selected Mods\[CP] Stardew Valley Expanded) [content pack]...
[09:41:29 TRACE SMAPI]    Ultimate Villager Manager SVE (from Selected Mods\An Ultimate Villager Manager SVE v1.20) [content pack]...
[09:41:29 TRACE SMAPI]    Content Patcher Animations (from Selected Mods\ContentPatcherAnimations\ContentPatcherAnimations.dll)...
[09:41:29 TRACE SMAPI]       Detected game patcher in assembly ContentPatcherAnimations.dll.
[09:41:29 TRACE SMAPI]    Animated Gold Clock (from Selected Mods\Animated Gold Clock) [content pack]...
[09:41:29 TRACE SMAPI]    AntiSocial NPCs (from Selected Mods\AntiSocialNPCs\AntiSocialNPCs.dll)...
[09:41:29 TRACE SMAPI]       Detected game patcher in assembly AntiSocialNPCs.dll.
[09:41:29 TRACE SMAPI]    AtraCore (from Selected Mods\AtraCore\AtraCore.dll)...
[09:41:29 TRACE SMAPI]       Loading FastExpressionCompiler.LightExpression.dll...
[09:41:29 TRACE SMAPI]       Loading CommunityToolkit.Diagnostics.dll...
[09:41:29 TRACE SMAPI]       Detected game patcher in assembly AtraCore.dll.
[09:41:29 TRACE SMAPI]       Loading AtraCore.dll...
[09:41:29 TRACE SMAPI]    AutoAnimalDoors (from Selected Mods\AutoAnimalDoors\AutoAnimalDoors.dll)...
[09:41:29 TRACE SMAPI]    Auto-Grab Truffles (from Selected Mods\AutoGrabTruffles\AutoGrabTruffles.dll)...
[09:41:29 TRACE SMAPI]       Detected game patcher in assembly AutoGrabTruffles.dll.
[09:41:29 TRACE SMAPI]    Automate (from Selected Mods\Automate\Automate.dll)...
[09:41:29 TRACE SMAPI]    Better Artisan Good Icons (from Selected Mods\BetterArtisanGoodIcons\BetterArtisanGoodIcons.dll)...
[09:41:29 TRACE SMAPI]       Rewrote BetterArtisanGoodIcons.dll for OS...
[09:41:29 TRACE SMAPI]       Rewrote BetterArtisanGoodIcons.dll to fix 32-bit architecture...
[09:41:29 TRACE SMAPI]       Rewrote BetterArtisanGoodIcons.dll to fix Harmony 1.x...
[09:41:29 TRACE SMAPI]       Detected game patcher in assembly BetterArtisanGoodIcons.dll.
[09:41:29 TRACE SMAPI]       Loading BetterArtisanGoodIcons.dll (rewritten)...
[09:41:29 TRACE SMAPI]    BetterBombs (from Selected Mods\BetterBombs\BetterBombs.dll)...
[09:41:29 TRACE SMAPI]       Rewrote BetterBombs.dll for OS...
[09:41:29 TRACE SMAPI]       Rewrote BetterBombs.dll to fix 32-bit architecture...
[09:41:29 TRACE SMAPI]       Rewrote BetterBombs.dll to fix Harmony 1.x...
[09:41:29 TRACE SMAPI]       Detected game patcher in assembly BetterBombs.dll.
[09:41:29 TRACE SMAPI]    Better Crafting (from Selected Mods\BetterCrafting\BetterCrafting.dll)...
