[10:33:29 INFO  SMAPI] SMAPI 3.18.3 with Stardew Valley 1.5.6 (build 22018) on Microsoft Windows 10 Pro
[10:33:29 INFO  SMAPI] Mods go here: C:\Users\julie\AppData\Roaming\Stardrop\Data\Selected Mods
[10:33:29 TRACE SMAPI] (Using custom --mods-path argument.)
[10:33:29 TRACE SMAPI] Log started at 2023-05-26T14:33:29 UTC
[10:33:32 DEBUG SMAPI] Waiting for game to launch...
[10:33:32 TRACE game] NoFpsCap: This feature is not available
[10:33:32 DEBUG SMAPI] Loading mod metadata...
[10:33:33 DEBUG SMAPI] Loading mods...
[10:33:33 TRACE SMAPI]    AeroCore (from Selected Mods\AeroCore\AeroCore.dll)...
[10:33:33 TRACE SMAPI]       Detected game patcher in assembly AeroCore.dll.
[10:33:33 TRACE SMAPI]    Content Patcher (from Selected Mods\ContentPatcher\ContentPatcher.dll)...
[10:33:33 TRACE SMAPI]    SpaceCore (from Selected Mods\SpaceCore\SpaceCore.dll)...
[10:33:33 TRACE SMAPI]       Detected game patcher in assembly SpaceCore.dll.
[10:33:33 TRACE SMAPI]       Detected possible save serializer change (StardewValley.SaveGame.farmerSerializer field, StardewValley.SaveGame.serializer field, StardewValley.SaveGame.locationSerializer field) in assembly SpaceCore.dll.
[10:33:33 TRACE SMAPI]    Expanded Preconditions Utility (from Selected Mods\ExpandedPreconditionsUtility\ExpandedPreconditionsUtility.dll)...
[10:33:33 TRACE SMAPI]       Rewrote ExpandedPreconditionsUtility.dll for OS...
[10:33:33 TRACE SMAPI]       Rewrote ExpandedPreconditionsUtility.dll to fix 32-bit architecture...
[10:33:33 TRACE SMAPI]    Json Assets (from Selected Mods\JsonAssets\JsonAssets.dll)...
[10:33:33 TRACE SMAPI]       Detected game patcher in assembly JsonAssets.dll.
[10:33:33 TRACE SMAPI]    Dynamic Game Assets (from Selected Mods\DynamicGameAssets\DynamicGameAssets.dll)...
[10:33:33 TRACE SMAPI]       Detected game patcher in assembly DynamicGameAssets.dll.
[10:33:33 TRACE SMAPI]    Generic Mod Config Menu (from Selected Mods\GenericModConfigMenu\GenericModConfigMenu.dll)...
[10:33:33 TRACE SMAPI]    Alternative Textures (from Selected Mods\AlternativeTextures\AlternativeTextures.dll)...
[10:33:33 TRACE SMAPI]       Detected game patcher in assembly AlternativeTextures.dll.
[10:33:33 TRACE SMAPI]    Ultimate Villager Manager SV (from Selected Mods\An Ultimate Villager Manager SV v1.9) [content pack]...
[10:33:33 TRACE SMAPI]    Shop Tile Framework (from Selected Mods\ShopTileFramework\ShopTileFramework.dll)...
[10:33:33 TRACE SMAPI]       Rewrote ShopTileFramework.dll for OS...
